"","Depth (cm)","Median Age (yr BP {1950})","Age Standard Deviation","Age Inter-quartile Range"
"265",265,NA,NA,NA
"266",266,NA,NA,NA
"267",267,NA,NA,NA
"268",268,NA,NA,NA
"269",269,NA,NA,NA
"270",270,NA,NA,NA
"271",271,NA,NA,NA
"272",272,NA,NA,NA
"273",273,NA,NA,NA
"274",274,NA,NA,NA
"275",275,NA,NA,NA
"276",276,NA,NA,NA
"277",277,NA,NA,NA
"278",278,NA,NA,NA
"279",279,NA,NA,NA
"280",280,NA,NA,NA
"281",281,NA,NA,NA
"282",282,NA,NA,NA
"283",283,NA,NA,NA
"284",284,NA,NA,NA
"285",285,NA,NA,NA
"286",286,NA,NA,NA
"287",287,NA,NA,NA
"288",288,NA,NA,NA
"289",289,NA,NA,NA
"290",290,NA,NA,NA
"291",291,NA,NA,NA
"292",292,NA,NA,NA
"293",293,NA,NA,NA
"294",294,NA,NA,NA
"295",295,NA,NA,NA
"296",296,NA,NA,NA
"297",297,NA,NA,NA
"298",298,NA,NA,NA
"299",299,NA,NA,NA
"300",300,NA,NA,NA
"301",301,NA,NA,NA
"302",302,NA,NA,NA
"303",303,NA,NA,NA
"304",304,NA,NA,NA
"305",305,NA,NA,NA
"306",306,NA,NA,NA
"307",307,NA,NA,NA
"308",308,NA,NA,NA
"309",309,NA,NA,NA
"310",310,NA,NA,NA
"311",311,NA,NA,NA
"312",312,NA,NA,NA
"313",313,NA,NA,NA
"314",314,NA,NA,NA
"315",315,NA,NA,NA
"316",316,NA,NA,NA
"317",317,NA,NA,NA
"318",318,NA,NA,NA
"319",319,NA,NA,NA
"320",320,NA,NA,NA
"321",321,NA,NA,NA
"322",322,NA,NA,NA
"323",323,NA,NA,NA
"324",324,NA,NA,NA
"325",325,NA,NA,NA
"326",326,NA,NA,NA
"327",327,NA,NA,NA
"328",328,NA,NA,NA
"329",329,NA,NA,NA
"330",330,NA,NA,NA
"331",331,NA,NA,NA
"332",332,NA,NA,NA
"333",333,NA,NA,NA
"334",334,NA,NA,NA
"335",335,NA,NA,NA
"336",336,NA,NA,NA
"337",337,NA,NA,NA
"338",338,NA,NA,NA
"339",339,NA,NA,NA
"340",340,NA,NA,NA
"341",341,NA,NA,NA
"342",342,NA,NA,NA
"343",343,NA,NA,NA
"344",344,NA,NA,NA
"345",345,NA,NA,NA
"346",346,NA,NA,NA
"347",347,NA,NA,NA
"348",348,NA,NA,NA
"349",349,NA,NA,NA
"350",350,NA,NA,NA
"351",351,NA,NA,NA
"352",352,NA,NA,NA
"353",353,NA,NA,NA
"354",354,NA,NA,NA
"355",355,NA,NA,NA
"356",356,NA,NA,NA
"357",357,NA,NA,NA
"358",358,NA,NA,NA
"359",359,NA,NA,NA
"360",360,NA,NA,NA
"361",361,NA,NA,NA
"362",362,NA,NA,NA
"363",363,NA,NA,NA
"364",364,NA,NA,NA
"365",365,NA,NA,NA
"366",366,NA,NA,NA
"367",367,NA,NA,NA
"368",368,NA,NA,NA
"369",369,NA,NA,NA
"370",370,NA,NA,NA
"371",371,NA,NA,NA
"372",372,NA,NA,NA
"373",373,NA,NA,NA
"374",374,NA,NA,NA
"375",375,NA,NA,NA
"376",376,NA,NA,NA
"377",377,NA,NA,NA
"378",378,NA,NA,NA
"379",379,NA,NA,NA
"380",380,NA,NA,NA
"381",381,NA,NA,NA
"382",382,NA,NA,NA
"383",383,NA,NA,NA
"384",384,NA,NA,NA
"385",385,NA,NA,NA
"386",386,NA,NA,NA
"387",387,NA,NA,NA
"388",388,NA,NA,NA
"389",389,NA,NA,NA
"390",390,NA,NA,NA
"391",391,NA,NA,NA
"392",392,NA,NA,NA
"393",393,NA,NA,NA
"394",394,NA,NA,NA
"395",395,NA,NA,NA
"396",396,NA,NA,NA
"397",397,NA,NA,NA
"398",398,NA,NA,NA
"399",399,NA,NA,NA
"400",400,NA,NA,NA
"401",401,NA,NA,NA
"402",402,NA,NA,NA
"403",403,NA,NA,NA
"404",404,NA,NA,NA
"405",405,NA,NA,NA
"406",406,NA,NA,NA
"407",407,NA,NA,NA
"408",408,NA,NA,NA
"409",409,NA,NA,NA
"410",410,NA,NA,NA
"411",411,NA,NA,NA
"412",412,NA,NA,NA
"413",413,NA,NA,NA
"414",414,NA,NA,NA
"415",415,NA,NA,NA
"416",416,NA,NA,NA
"417",417,NA,NA,NA
"418",418,NA,NA,NA
"419",419,NA,NA,NA
"420",420,NA,NA,NA
"421",421,NA,NA,NA
"422",422,NA,NA,NA
"423",423,NA,NA,NA
"424",424,NA,NA,NA
"425",425,NA,NA,NA
"426",426,NA,NA,NA
"427",427,NA,NA,NA
"428",428,NA,NA,NA
"429",429,NA,NA,NA
"430",430,NA,NA,NA
"431",431,NA,NA,NA
"432",432,NA,NA,NA
"433",433,NA,NA,NA
"434",434,NA,NA,NA
"435",435,NA,NA,NA
"436",436,NA,NA,NA
"437",437,NA,NA,NA
"438",438,NA,NA,NA
"439",439,NA,NA,NA
"440",440,NA,NA,NA
"441",441,NA,NA,NA
"442",442,NA,NA,NA
"443",443,NA,NA,NA
"444",444,NA,NA,NA
"445",445,NA,NA,NA
"446",446,NA,NA,NA
"447",447,NA,NA,NA
"448",448,NA,NA,NA
"449",449,NA,NA,NA
"450",450,NA,NA,NA
"451",451,NA,NA,NA
"452",452,NA,NA,NA
"453",453,NA,NA,NA
"454",454,NA,NA,NA
"455",455,NA,NA,NA
"456",456,NA,NA,NA
"457",457,NA,NA,NA
"458",458,NA,NA,NA
"459",459,NA,NA,NA
"460",460,NA,NA,NA
"461",461,NA,NA,NA
"462",462,NA,NA,NA
"463",463,NA,NA,NA
"464",464,NA,NA,NA
"465",465,NA,NA,NA
"466",466,NA,NA,NA
"467",467,NA,NA,NA
"468",468,NA,NA,NA
"469",469,NA,NA,NA
"470",470,NA,NA,NA
"471",471,NA,NA,NA
"472",472,NA,NA,NA
"473",473,NA,NA,NA
"474",474,NA,NA,NA
"475",475,NA,NA,NA
"476",476,NA,NA,NA
"477",477,NA,NA,NA
"478",478,NA,NA,NA
"479",479,NA,NA,NA
"480",480,NA,NA,NA
"481",481,NA,NA,NA
"482",482,NA,NA,NA
"483",483,NA,NA,NA
"484",484,NA,NA,NA
"485",485,NA,NA,NA
"486",486,NA,NA,NA
"487",487,NA,NA,NA
"488",488,NA,NA,NA
"489",489,NA,NA,NA
"490",490,NA,NA,NA
"491",491,NA,NA,NA
"492",492,NA,NA,NA
"493",493,NA,NA,NA
"494",494,NA,NA,NA
"495",495,NA,NA,NA
"496",496,NA,NA,NA
"497",497,NA,NA,NA
"498",498,NA,NA,NA
"499",499,NA,NA,NA
"500",500,NA,NA,NA
"501",501,NA,NA,NA
"502",502,NA,NA,NA
"503",503,NA,NA,NA
"504",504,NA,NA,NA
"505",505,NA,NA,NA
"506",506,NA,NA,NA
"507",507,NA,NA,NA
"508",508,NA,NA,NA
"509",509,NA,NA,NA
"510",510,NA,NA,NA
"511",511,NA,NA,NA
"512",512,NA,NA,NA
"513",513,NA,NA,NA
"514",514,NA,NA,NA
"515",515,NA,NA,NA
"516",516,NA,NA,NA
"517",517,NA,NA,NA
"518",518,NA,NA,NA
"519",519,NA,NA,NA
"520",520,NA,NA,NA
"521",521,NA,NA,NA
"522",522,NA,NA,NA
"523",523,NA,NA,NA
"524",524,NA,NA,NA
"525",525,NA,NA,NA
"526",526,NA,NA,NA
"527",527,NA,NA,NA
"528",528,NA,NA,NA
"529",529,NA,NA,NA
"530",530,NA,NA,NA
"531",531,NA,NA,NA
"532",532,NA,NA,NA
"533",533,NA,NA,NA
"534",534,NA,NA,NA
"535",535,NA,NA,NA
"536",536,NA,NA,NA
"537",537,NA,NA,NA
"538",538,NA,NA,NA
"539",539,NA,NA,NA
"540",540,NA,NA,NA
"541",541,NA,NA,NA
"542",542,NA,NA,NA
"543",543,NA,NA,NA
"544",544,NA,NA,NA
"545",545,NA,NA,NA
"546",546,NA,NA,NA
"547",547,NA,NA,NA
"548",548,NA,NA,NA
"549",549,NA,NA,NA
"550",550,NA,NA,NA
"551",551,NA,NA,NA
"552",552,NA,NA,NA
"553",553,NA,NA,NA
"554",554,NA,NA,NA
"555",555,NA,NA,NA
"556",556,NA,NA,NA
"557",557,NA,NA,NA
"558",558,NA,NA,NA
"559",559,NA,NA,NA
"560",560,NA,NA,NA
"561",561,NA,NA,NA
"562",562,NA,NA,NA
"563",563,NA,NA,NA
"564",564,NA,NA,NA
"565",565,NA,NA,NA
"566",566,NA,NA,NA
"567",567,NA,NA,NA
"568",568,NA,NA,NA
"569",569,NA,NA,NA
"570",570,NA,NA,NA
"571",571,NA,NA,NA
"572",572,NA,NA,NA
"573",573,NA,NA,NA
"574",574,NA,NA,NA
"575",575,NA,NA,NA
"576",576,NA,NA,NA
"577",577,NA,NA,NA
"578",578,NA,NA,NA
"579",579,NA,NA,NA
"580",580,NA,NA,NA
"581",581,NA,NA,NA
"582",582,NA,NA,NA
"583",583,NA,NA,NA
"584",584,NA,NA,NA
"585",585,NA,NA,NA
"586",586,NA,NA,NA
"587",587,NA,NA,NA
"588",588,NA,NA,NA
"589",589,NA,NA,NA
"590",590,NA,NA,NA
"591",591,NA,NA,NA
"592",592,NA,NA,NA
"593",593,NA,NA,NA
"594",594,NA,NA,NA
"595",595,NA,NA,NA
"596",596,NA,NA,NA
"597",597,NA,NA,NA
"598",598,NA,NA,NA
"599",599,NA,NA,NA
"600",600,NA,NA,NA
"601",601,NA,NA,NA
"602",602,NA,NA,NA
"603",603,NA,NA,NA
"604",604,NA,NA,NA
"605",605,NA,NA,NA
"606",606,NA,NA,NA
"607",607,NA,NA,NA
"608",608,NA,NA,NA
"609",609,NA,NA,NA
"610",610,NA,NA,NA
"611",611,NA,NA,NA
"612",612,NA,NA,NA
"613",613,NA,NA,NA
"614",614,NA,NA,NA
"615",615,NA,NA,NA
"616",616,NA,NA,NA
"617",617,NA,NA,NA
"618",618,NA,NA,NA
"619",619,NA,NA,NA
"620",620,NA,NA,NA
"621",621,NA,NA,NA
"622",622,NA,NA,NA
"623",623,NA,NA,NA
"624",624,22.119373776908,0.0265462525423427,0
"625",625,22.5107632093934,0.113583146123775,0
"626",626,22.9021526418787,0.200620039705207,0
"627",627,22.1175548589342,0.255619545078303,0
"628",628,22.2742946708464,0.264445790340657,0
"629",629,22.4310344827586,0.281399499918693,0
"630",630,22.5877742946708,0.303714832060652,0
"631",631,22.7445141065831,0.330235817237042,0
"632",632,22.9012539184953,0.360882055799316,0
"633",633,23.0553892215569,0.517107721480103,0
"634",634,23.2050898203593,0.521790134647241,0
"635",635,23.3547904191617,0.530811255099801,0
"636",636,23.5044910179641,0.543905610147748,0
"637",637,23.6541916167665,0.559170571934128,0
"638",638,23.8038922155689,0.577849727165557,0
"639",639,23.9535928143713,0.599624089538353,0
"640",640,24.0883482714469,0.621357428381694,0.031975722427255
"641",641,24.2163892445583,0.62412397859896,0.0783173491334246
"642",642,24.3444302176697,0.629361215402785,0.124658975839587
"643",643,24.4724711907811,0.637008202598944,0.171000602545757
"644",644,24.6005121638924,0.646556617910658,0.217342229251919
"645",645,24.7285531370038,0.658032734437594,0.263683855958085
"646",646,24.8565941101152,0.6714265197876,0.310025482664255
"647",647,24.9846350832266,0.686625761104318,0.356367109370417
"648",648,25.1986455981941,0.695107351420313,0.488678277932692
"649",649,25.4243792325056,0.71008843090777,0.575620767494375
"650",650,25.6501128668172,0.732418262022848,0.349887133182854
"651",651,25.8758465011287,0.7614142584098,0.465698509585334
"652",652,26.089463220676,0.777759342249021,0.57360698388948
"653",653,26.2882703777336,0.777123708131922,0.666705895704006
"654",654,26.4870775347913,0.782385318959966,0.512922465208735
"655",655,26.6858846918489,0.791581481485037,0.437504562259285
"656",656,26.8846918489066,0.806105316337076,0.564317478856175
"657",657,27.0474040632054,0.815890497488757,0.655035452694264
"658",658,27.1602708803612,0.814352640387879,0.695908029389255
"659",659,27.2731376975169,0.814096896809484,0.736780606084245
"660",660,27.3860045146727,0.81512447353568,0.77765318277924
"661",661,27.4988713318285,0.81743053086649,0.818525759474234
"662",662,27.6117381489842,0.820782774615131,0.859398336169225
"663",663,27.72460496614,0.825325864490235,0.900270912864222
"664",664,27.8374717832957,0.831042177827833,0.941143489559213
"665",665,27.9503386004515,0.83790770333118,0.982016066254204
"666",666,28.1021897810219,0.83944685927278,0.923357664233571
"667",667,28.2846715328467,0.839613735155549,0.77761345279405
"668",668,28.4671532846715,0.844195189972209,0.700251429767917
"669",669,28.6496350364964,0.85246167041369,0.78352624988548
"670",670,28.8321167883212,0.864624541988167,0.896272994736794
"671",671,29.015444015444,0.878626402709184,1
"672",672,29.2084942084942,0.873702630808379,1
"673",673,29.4015444015444,0.873562020307467,0.899392612807251
"674",674,29.5945945945946,0.877486763262247,0.931846608675876
"675",675,29.7876447876448,0.885118915390528,0.964300604544505
"676",676,29.980694980695,0.897004691371108,0.996754600413141
"677",677,30.1789264413519,0.892308352515219,1
"678",678,30.3777335984095,0.890453867260498,1
"679",679,30.5765407554672,0.893478100835546,1
"680",680,30.7753479125249,0.900890179830856,1
"681",681,30.9741550695825,0.913023884810009,1
"682",682,31.1346749226006,0.913166904408301,1
"683",683,31.2894736842105,0.914374215622108,1
"684",684,31.4442724458204,0.919037084574223,1
"685",685,31.5990712074303,0.92561172536848,1
"686",686,31.7538699690402,0.934674263376394,1
"687",687,31.9086687306501,0.946967744894737,1
"688",688,32.0041798348456,0.955588585928396,1
"689",689,32.014374553981,0.955352553801545,0.999999999999996
"690",690,32.0245692731165,0.955123047322422,1
"691",691,32.034763992252,0.954900071196266,1
"692",692,32.0449587113875,0.954683629998772,1
"693",693,32.055153430523,0.954473728175617,1
"694",694,32.0653481496585,0.954270370042012,1
"695",695,32.075542868794,0.954073559782268,1
"696",696,32.0857375879295,0.953883301449359,1
"697",697,32.0959323070649,0.953699598964517,1
"698",698,32.1061270262004,0.953522456116825,1
"699",699,32.1163217453359,0.953351876562834,1
"700",700,32.1265164644714,0.953187863826184,1
"701",701,32.1367111836069,0.953030421297241,1
"702",702,32.1469059027424,0.952879552232758,1
"703",703,32.1571006218779,0.952735259755532,1
"704",704,32.1672953410134,0.95259754685408,1
"705",705,32.1774900601488,0.952466416382336,1
"706",706,32.1876847792843,0.952341871059359,0.999999999999996
"707",707,32.1978794984198,0.952223913469044,1
"708",708,32.2080742175553,0.952112546059862,1
"709",709,32.2182689366908,0.952007771144603,1
"710",710,32.2284636558263,0.95190959090014,1
"711",711,32.2386583749618,0.951818007367195,0.999999999999996
"712",712,32.2488530940973,0.951733022450137,1
"713",713,32.2590478132327,0.951654637916781,1
"714",714,32.2692425323682,0.951582855398203,1
"715",715,32.2794372515037,0.951517676388572,1
"716",716,32.2896319706392,0.951459102244992,1
"717",717,32.2998266897747,0.951407134187367,1
"718",718,32.3100214089102,0.951361773298266,1
"719",719,32.3202161280457,0.951323020522815,0.999999999999996
"720",720,32.3304108471812,0.951290876668601,1
"721",721,32.3406055663166,0.951265342405583,1
"722",722,32.3508002854521,0.951246418266023,1
"723",723,32.3609950045876,0.951234104644432,1
"724",724,32.3711897237231,0.95122840179753,0.999999999999996
"725",725,32.3813844428586,0.951229309844215,1
"726",726,32.3915791619941,0.951236828765556,1
"727",727,32.4017738811296,0.951250958404789,1
"728",728,32.4119686002651,0.951271698467343,1
"729",729,32.4221633194006,0.951299048520857,1
"730",730,32.432358038536,0.951333007995234,1
"731",731,32.4425527576715,0.951373576182703,1
"732",732,32.452747476807,0.951420752237883,1
"733",733,32.4629421959425,0.951474535177882,1
"734",734,32.473136915078,0.951534923882388,1
"735",735,32.4833316342135,0.951601917093798,1
"736",736,32.493526353349,0.951675513417338,1
"737",737,32.5037210724845,0.951751864071081,0.999999999999996
"738",738,32.5139157916199,0.951827959294133,1
"739",739,32.5241105107554,0.951910415216995,1
"740",740,32.5343052298909,0.951999230186898,1
"741",741,32.5444999490264,0.952094402424254,1
"742",742,32.5546946681619,0.952195930022832,0.999999999999996
"743",743,32.5648893872974,0.952303810949948,1
"744",744,32.5750841064329,0.952418043046663,1
"745",745,32.5852788255684,0.95253862402801,1
"746",746,32.5954735447038,0.952665551483213,1
"747",747,32.6056682638393,0.952798822875927,1
"748",748,32.6158629829748,0.952938435544492,1
"749",749,32.6260577021103,0.953084386702203,1
"750",750,32.6362524212458,0.953236673437579,1
"751",751,32.6464471403813,0.953395292714658,1
"752",752,32.6566418595168,0.953560241373291,1
"753",753,32.6668365786523,0.953731516129466,1
"754",754,32.6770312977877,0.953909113575622,1
"755",755,32.6872260169232,0.95409303018099,0.999999999999996
"756",756,32.6974207360587,0.954283262291944,1
"757",757,32.7076154551942,0.954479806132358,1
"758",758,32.7178101743297,0.95468265780398,1
"759",759,32.7280048934652,0.954891813286812,1
"760",760,32.7381996126007,0.955107268439508,0.999999999999996
"761",761,32.7483943317362,0.955329018999779,1
"762",762,32.7585890508716,0.955557060584806,1
"763",763,32.7687837700071,0.955791388691678,1
"764",764,32.7789784891426,0.956031998697826,1
"765",765,32.7891732082781,0.956278885861467,1
"766",766,32.7993679274136,0.956532045322076,1
"767",767,32.8095626465491,0.956791472100854,1
"768",768,32.8197573656846,0.957057161101206,0.999999999999996
"769",769,32.8299520848201,0.957329107109242,1
"770",770,32.8401468039555,0.957607304794273,1
"771",771,32.850341523091,0.957891748709335,1
"772",772,32.8605362422265,0.958182433291698,1
"773",773,32.870730961362,0.958479352863412,0.999999999999996
"774",774,32.8809256804975,0.958782501631851,1
"775",775,32.891120399633,0.95909187369026,1
"776",776,32.9013151187685,0.959407463018323,1
"777",777,32.911509837904,0.959729263482735,1
"778",778,32.9217045570395,0.960057268837785,1
"779",779,32.9318992761749,0.960391472725951,1
"780",780,32.9420939953104,0.960731868678493,1
"781",781,32.9522887144459,0.961078450116074,1
"782",782,32.9624834335814,0.961431210349374,1
"783",783,32.9726781527169,0.961790142579713,1
"784",784,32.9828728718524,0.962155239899697,1
"785",785,32.9930675909879,0.96252649529386,1
"786",786,33.0532445923461,0.957870550416177,1
"787",787,33.2196339434276,0.94557007913989,1
"788",788,33.3860232945092,0.938021280821149,1
"789",789,33.5524126455907,0.934315826141644,0.869334170874339
"790",790,33.7188019966722,0.933028012272718,0.569972506542115
"791",791,33.8851913477537,0.936253000273366,0.48379321386377
"792",792,34.0699774266366,0.936871389009703,0.534590868598784
"793",793,34.2957110609481,0.927352507186646,0.879213721989046
"794",794,34.5214446952596,0.924197948074346,0.67197274801476
"795",795,34.7471783295711,0.927472653755025,0.355004470649305
"796",796,34.9729119638826,0.93710922591821,0.0380361932838582
"797",797,35.5333333333333,0.95907196640123,0.368230143839909
"798",798,36.1179487179487,1.01571751833053,0.765228267667297
"799",799,36.6307692307692,1.06855213674833,0.84563409563409
"800",800,37.1618497109826,1.12540366580077,0.999999999999993
"801",801,37.7398843930636,1.16425846971386,1
"802",802,38.1143451143451,1.20596513543441,1
"803",803,38.6489361702128,1.25378565648959,1
"804",804,39.0646094503375,1.28793035473413,1.1199027082133
"805",805,39.1610414657666,1.31359333676067,1.29886197420327
"806",806,39.4334415584416,1.34436503740364,1.47782124019325
"807",807,39.5957792207792,1.3621948556581,1.63332294640344
"808",808,39.7581168831169,1.3810960388538,1.72402307348706
"809",809,39.9204545454545,1.4072617276912,1.90924248725413
"810",810,40.2422802850356,1.4261066727826,1.8788598574822
"811",811,40.5161428603273,1.43633645345237,1.72157305953566
"812",812,40.6521770156892,1.45056004859575,1.82469414859653
"813",813,40.8567787711661,1.46775183399567,1.92781523765739
"814",814,41.0831024930748,1.48394363193713,2
"815",815,41.3601108033241,1.49358269645429,2
"816",816,41.6371191135734,1.5094187386531,2
"817",817,41.9141274238227,1.53098556913622,2
"818",818,42.1835106382979,1.54932999946961,2
"819",819,42.4494680851064,1.57009854802405,2
"820",820,42.7154255319149,1.59482174185125,2
"821",821,42.9813829787234,1.62465729632292,2
"822",822,43.3263157894737,1.63259231387177,2
"823",823,43.6771929824562,1.65021801962777,2
"824",824,44.0161290322581,1.67681820707593,2
"825",825,44.2177419354839,1.68200141662094,2
"826",826,44.4193548387097,1.69028389251064,2
"827",827,44.6209677419355,1.70158113097687,2
"828",828,44.8225806451613,1.71567233456356,2
"829",829,45.0207612456747,1.73095404693264,2.01024415540305
"830",830,45.1937716262976,1.73737952258479,2.09561211709512
