"","Depth (cm)","Median Age (yr BP {1950})","Age Standard Deviation","Age Inter-quartile Range"
"265",265,NA,NA,NA
"266",266,NA,NA,NA
"267",267,NA,NA,NA
"268",268,NA,NA,NA
"269",269,NA,NA,NA
"270",270,NA,NA,NA
"271",271,NA,NA,NA
"272",272,NA,NA,NA
"273",273,NA,NA,NA
"274",274,NA,NA,NA
"275",275,NA,NA,NA
"276",276,NA,NA,NA
"277",277,NA,NA,NA
"278",278,NA,NA,NA
"279",279,NA,NA,NA
"280",280,NA,NA,NA
"281",281,NA,NA,NA
"282",282,NA,NA,NA
"283",283,NA,NA,NA
"284",284,NA,NA,NA
"285",285,NA,NA,NA
"286",286,NA,NA,NA
"287",287,NA,NA,NA
"288",288,NA,NA,NA
"289",289,NA,NA,NA
"290",290,NA,NA,NA
"291",291,NA,NA,NA
"292",292,NA,NA,NA
"293",293,NA,NA,NA
"294",294,NA,NA,NA
"295",295,NA,NA,NA
"296",296,NA,NA,NA
"297",297,NA,NA,NA
"298",298,NA,NA,NA
"299",299,NA,NA,NA
"300",300,NA,NA,NA
"301",301,NA,NA,NA
"302",302,NA,NA,NA
"303",303,NA,NA,NA
"304",304,NA,NA,NA
"305",305,NA,NA,NA
"306",306,NA,NA,NA
"307",307,NA,NA,NA
"308",308,NA,NA,NA
"309",309,NA,NA,NA
"310",310,NA,NA,NA
"311",311,NA,NA,NA
"312",312,NA,NA,NA
"313",313,NA,NA,NA
"314",314,NA,NA,NA
"315",315,NA,NA,NA
"316",316,NA,NA,NA
"317",317,NA,NA,NA
"318",318,NA,NA,NA
"319",319,NA,NA,NA
"320",320,NA,NA,NA
"321",321,NA,NA,NA
"322",322,NA,NA,NA
"323",323,NA,NA,NA
"324",324,NA,NA,NA
"325",325,NA,NA,NA
"326",326,NA,NA,NA
"327",327,NA,NA,NA
"328",328,NA,NA,NA
"329",329,NA,NA,NA
"330",330,NA,NA,NA
"331",331,NA,NA,NA
"332",332,NA,NA,NA
"333",333,NA,NA,NA
"334",334,NA,NA,NA
"335",335,NA,NA,NA
"336",336,NA,NA,NA
"337",337,NA,NA,NA
"338",338,NA,NA,NA
"339",339,NA,NA,NA
"340",340,NA,NA,NA
"341",341,NA,NA,NA
"342",342,NA,NA,NA
"343",343,NA,NA,NA
"344",344,NA,NA,NA
"345",345,NA,NA,NA
"346",346,NA,NA,NA
"347",347,NA,NA,NA
"348",348,NA,NA,NA
"349",349,NA,NA,NA
"350",350,NA,NA,NA
"351",351,NA,NA,NA
"352",352,NA,NA,NA
"353",353,NA,NA,NA
"354",354,NA,NA,NA
"355",355,NA,NA,NA
"356",356,NA,NA,NA
"357",357,NA,NA,NA
"358",358,NA,NA,NA
"359",359,NA,NA,NA
"360",360,NA,NA,NA
"361",361,NA,NA,NA
"362",362,NA,NA,NA
"363",363,NA,NA,NA
"364",364,NA,NA,NA
"365",365,NA,NA,NA
"366",366,NA,NA,NA
"367",367,NA,NA,NA
"368",368,NA,NA,NA
"369",369,NA,NA,NA
"370",370,NA,NA,NA
"371",371,NA,NA,NA
"372",372,NA,NA,NA
"373",373,NA,NA,NA
"374",374,NA,NA,NA
"375",375,NA,NA,NA
"376",376,NA,NA,NA
"377",377,NA,NA,NA
"378",378,NA,NA,NA
"379",379,NA,NA,NA
"380",380,NA,NA,NA
"381",381,NA,NA,NA
"382",382,NA,NA,NA
"383",383,NA,NA,NA
"384",384,NA,NA,NA
"385",385,NA,NA,NA
"386",386,NA,NA,NA
"387",387,NA,NA,NA
"388",388,NA,NA,NA
"389",389,NA,NA,NA
"390",390,NA,NA,NA
"391",391,NA,NA,NA
"392",392,NA,NA,NA
"393",393,NA,NA,NA
"394",394,NA,NA,NA
"395",395,NA,NA,NA
"396",396,NA,NA,NA
"397",397,NA,NA,NA
"398",398,NA,NA,NA
"399",399,NA,NA,NA
"400",400,NA,NA,NA
"401",401,NA,NA,NA
"402",402,NA,NA,NA
"403",403,NA,NA,NA
"404",404,NA,NA,NA
"405",405,NA,NA,NA
"406",406,NA,NA,NA
"407",407,NA,NA,NA
"408",408,NA,NA,NA
"409",409,NA,NA,NA
"410",410,NA,NA,NA
"411",411,NA,NA,NA
"412",412,NA,NA,NA
"413",413,NA,NA,NA
"414",414,NA,NA,NA
"415",415,NA,NA,NA
"416",416,NA,NA,NA
"417",417,NA,NA,NA
"418",418,NA,NA,NA
"419",419,NA,NA,NA
"420",420,NA,NA,NA
"421",421,NA,NA,NA
"422",422,NA,NA,NA
"423",423,NA,NA,NA
"424",424,NA,NA,NA
"425",425,NA,NA,NA
"426",426,NA,NA,NA
"427",427,NA,NA,NA
"428",428,NA,NA,NA
"429",429,NA,NA,NA
"430",430,NA,NA,NA
"431",431,NA,NA,NA
"432",432,NA,NA,NA
"433",433,NA,NA,NA
"434",434,NA,NA,NA
"435",435,NA,NA,NA
"436",436,NA,NA,NA
"437",437,NA,NA,NA
"438",438,NA,NA,NA
"439",439,NA,NA,NA
"440",440,NA,NA,NA
"441",441,NA,NA,NA
"442",442,NA,NA,NA
"443",443,NA,NA,NA
"444",444,NA,NA,NA
"445",445,NA,NA,NA
"446",446,NA,NA,NA
"447",447,NA,NA,NA
"448",448,NA,NA,NA
"449",449,NA,NA,NA
"450",450,NA,NA,NA
"451",451,NA,NA,NA
"452",452,NA,NA,NA
"453",453,NA,NA,NA
"454",454,NA,NA,NA
"455",455,NA,NA,NA
"456",456,NA,NA,NA
"457",457,NA,NA,NA
"458",458,NA,NA,NA
"459",459,NA,NA,NA
"460",460,NA,NA,NA
"461",461,NA,NA,NA
"462",462,NA,NA,NA
"463",463,NA,NA,NA
"464",464,NA,NA,NA
"465",465,NA,NA,NA
"466",466,NA,NA,NA
"467",467,NA,NA,NA
"468",468,NA,NA,NA
"469",469,NA,NA,NA
"470",470,NA,NA,NA
"471",471,NA,NA,NA
"472",472,NA,NA,NA
"473",473,NA,NA,NA
"474",474,NA,NA,NA
"475",475,NA,NA,NA
"476",476,NA,NA,NA
"477",477,NA,NA,NA
"478",478,NA,NA,NA
"479",479,NA,NA,NA
"480",480,NA,NA,NA
"481",481,NA,NA,NA
"482",482,NA,NA,NA
"483",483,NA,NA,NA
"484",484,NA,NA,NA
"485",485,NA,NA,NA
"486",486,NA,NA,NA
"487",487,NA,NA,NA
"488",488,NA,NA,NA
"489",489,NA,NA,NA
"490",490,NA,NA,NA
"491",491,NA,NA,NA
"492",492,NA,NA,NA
"493",493,NA,NA,NA
"494",494,NA,NA,NA
"495",495,NA,NA,NA
"496",496,NA,NA,NA
"497",497,NA,NA,NA
"498",498,NA,NA,NA
"499",499,NA,NA,NA
"500",500,NA,NA,NA
"501",501,NA,NA,NA
"502",502,NA,NA,NA
"503",503,NA,NA,NA
"504",504,NA,NA,NA
"505",505,NA,NA,NA
"506",506,NA,NA,NA
"507",507,NA,NA,NA
"508",508,NA,NA,NA
"509",509,NA,NA,NA
"510",510,NA,NA,NA
"511",511,NA,NA,NA
"512",512,NA,NA,NA
"513",513,NA,NA,NA
"514",514,NA,NA,NA
"515",515,NA,NA,NA
"516",516,NA,NA,NA
"517",517,NA,NA,NA
"518",518,NA,NA,NA
"519",519,NA,NA,NA
"520",520,NA,NA,NA
"521",521,NA,NA,NA
"522",522,NA,NA,NA
"523",523,NA,NA,NA
"524",524,NA,NA,NA
"525",525,NA,NA,NA
"526",526,NA,NA,NA
"527",527,NA,NA,NA
"528",528,NA,NA,NA
"529",529,NA,NA,NA
"530",530,NA,NA,NA
"531",531,NA,NA,NA
"532",532,NA,NA,NA
"533",533,NA,NA,NA
"534",534,NA,NA,NA
"535",535,NA,NA,NA
"536",536,NA,NA,NA
"537",537,NA,NA,NA
"538",538,NA,NA,NA
"539",539,NA,NA,NA
"540",540,NA,NA,NA
"541",541,NA,NA,NA
"542",542,NA,NA,NA
"543",543,NA,NA,NA
"544",544,NA,NA,NA
"545",545,NA,NA,NA
"546",546,NA,NA,NA
"547",547,NA,NA,NA
"548",548,NA,NA,NA
"549",549,NA,NA,NA
"550",550,NA,NA,NA
"551",551,NA,NA,NA
"552",552,NA,NA,NA
"553",553,NA,NA,NA
"554",554,NA,NA,NA
"555",555,NA,NA,NA
"556",556,NA,NA,NA
"557",557,NA,NA,NA
"558",558,NA,NA,NA
"559",559,NA,NA,NA
"560",560,NA,NA,NA
"561",561,NA,NA,NA
"562",562,NA,NA,NA
"563",563,NA,NA,NA
"564",564,NA,NA,NA
"565",565,NA,NA,NA
"566",566,NA,NA,NA
"567",567,NA,NA,NA
"568",568,NA,NA,NA
"569",569,NA,NA,NA
"570",570,NA,NA,NA
"571",571,NA,NA,NA
"572",572,NA,NA,NA
"573",573,NA,NA,NA
"574",574,NA,NA,NA
"575",575,NA,NA,NA
"576",576,NA,NA,NA
"577",577,NA,NA,NA
"578",578,NA,NA,NA
"579",579,NA,NA,NA
"580",580,NA,NA,NA
"581",581,NA,NA,NA
"582",582,NA,NA,NA
"583",583,NA,NA,NA
"584",584,NA,NA,NA
"585",585,NA,NA,NA
"586",586,NA,NA,NA
"587",587,NA,NA,NA
"588",588,NA,NA,NA
"589",589,NA,NA,NA
"590",590,NA,NA,NA
"591",591,NA,NA,NA
"592",592,NA,NA,NA
"593",593,NA,NA,NA
"594",594,NA,NA,NA
"595",595,NA,NA,NA
"596",596,NA,NA,NA
"597",597,NA,NA,NA
"598",598,NA,NA,NA
"599",599,NA,NA,NA
"600",600,NA,NA,NA
"601",601,NA,NA,NA
"602",602,NA,NA,NA
"603",603,NA,NA,NA
"604",604,NA,NA,NA
"605",605,NA,NA,NA
"606",606,NA,NA,NA
"607",607,NA,NA,NA
"608",608,NA,NA,NA
"609",609,NA,NA,NA
"610",610,NA,NA,NA
"611",611,NA,NA,NA
"612",612,NA,NA,NA
"613",613,NA,NA,NA
"614",614,NA,NA,NA
"615",615,NA,NA,NA
"616",616,NA,NA,NA
"617",617,NA,NA,NA
"618",618,NA,NA,NA
"619",619,NA,NA,NA
"620",620,NA,NA,NA
"621",621,NA,NA,NA
"622",622,NA,NA,NA
"623",623,NA,NA,NA
"624",624,NA,NA,NA
"625",625,NA,NA,NA
"626",626,NA,NA,NA
"627",627,NA,NA,NA
"628",628,NA,NA,NA
"629",629,NA,NA,NA
"630",630,NA,NA,NA
"631",631,NA,NA,NA
"632",632,NA,NA,NA
"633",633,NA,NA,NA
"634",634,NA,NA,NA
"635",635,NA,NA,NA
"636",636,NA,NA,NA
"637",637,NA,NA,NA
"638",638,NA,NA,NA
"639",639,NA,NA,NA
"640",640,NA,NA,NA
"641",641,NA,NA,NA
"642",642,NA,NA,NA
"643",643,NA,NA,NA
"644",644,NA,NA,NA
"645",645,NA,NA,NA
"646",646,NA,NA,NA
"647",647,NA,NA,NA
"648",648,NA,NA,NA
"649",649,NA,NA,NA
"650",650,NA,NA,NA
"651",651,NA,NA,NA
"652",652,NA,NA,NA
"653",653,NA,NA,NA
"654",654,NA,NA,NA
"655",655,NA,NA,NA
"656",656,NA,NA,NA
"657",657,NA,NA,NA
"658",658,NA,NA,NA
"659",659,NA,NA,NA
"660",660,NA,NA,NA
"661",661,NA,NA,NA
"662",662,NA,NA,NA
"663",663,NA,NA,NA
"664",664,NA,NA,NA
"665",665,NA,NA,NA
"666",666,NA,NA,NA
"667",667,NA,NA,NA
"668",668,NA,NA,NA
"669",669,NA,NA,NA
"670",670,NA,NA,NA
"671",671,NA,NA,NA
"672",672,NA,NA,NA
"673",673,NA,NA,NA
"674",674,NA,NA,NA
"675",675,NA,NA,NA
"676",676,NA,NA,NA
"677",677,NA,NA,NA
"678",678,NA,NA,NA
"679",679,NA,NA,NA
"680",680,NA,NA,NA
"681",681,NA,NA,NA
"682",682,NA,NA,NA
"683",683,NA,NA,NA
"684",684,NA,NA,NA
"685",685,NA,NA,NA
"686",686,NA,NA,NA
"687",687,NA,NA,NA
"688",688,NA,NA,NA
"689",689,NA,NA,NA
"690",690,NA,NA,NA
"691",691,NA,NA,NA
"692",692,NA,NA,NA
"693",693,NA,NA,NA
"694",694,NA,NA,NA
"695",695,NA,NA,NA
"696",696,NA,NA,NA
"697",697,NA,NA,NA
"698",698,NA,NA,NA
"699",699,NA,NA,NA
"700",700,NA,NA,NA
"701",701,NA,NA,NA
"702",702,NA,NA,NA
"703",703,NA,NA,NA
"704",704,NA,NA,NA
"705",705,NA,NA,NA
"706",706,NA,NA,NA
"707",707,NA,NA,NA
"708",708,NA,NA,NA
"709",709,NA,NA,NA
"710",710,NA,NA,NA
"711",711,NA,NA,NA
"712",712,NA,NA,NA
"713",713,NA,NA,NA
"714",714,NA,NA,NA
"715",715,NA,NA,NA
"716",716,NA,NA,NA
"717",717,NA,NA,NA
"718",718,NA,NA,NA
"719",719,NA,NA,NA
"720",720,NA,NA,NA
"721",721,NA,NA,NA
"722",722,NA,NA,NA
"723",723,NA,NA,NA
"724",724,NA,NA,NA
"725",725,NA,NA,NA
"726",726,NA,NA,NA
"727",727,NA,NA,NA
"728",728,NA,NA,NA
"729",729,NA,NA,NA
"730",730,NA,NA,NA
"731",731,NA,NA,NA
"732",732,NA,NA,NA
"733",733,NA,NA,NA
"734",734,NA,NA,NA
"735",735,NA,NA,NA
"736",736,NA,NA,NA
"737",737,NA,NA,NA
"738",738,NA,NA,NA
"739",739,NA,NA,NA
"740",740,NA,NA,NA
"741",741,NA,NA,NA
"742",742,NA,NA,NA
"743",743,NA,NA,NA
"744",744,NA,NA,NA
"745",745,NA,NA,NA
"746",746,NA,NA,NA
"747",747,NA,NA,NA
"748",748,NA,NA,NA
"749",749,NA,NA,NA
"750",750,NA,NA,NA
"751",751,NA,NA,NA
"752",752,NA,NA,NA
"753",753,NA,NA,NA
"754",754,NA,NA,NA
"755",755,NA,NA,NA
"756",756,NA,NA,NA
"757",757,NA,NA,NA
"758",758,NA,NA,NA
"759",759,NA,NA,NA
"760",760,NA,NA,NA
"761",761,NA,NA,NA
"762",762,NA,NA,NA
"763",763,NA,NA,NA
"764",764,NA,NA,NA
"765",765,NA,NA,NA
"766",766,NA,NA,NA
"767",767,NA,NA,NA
"768",768,NA,NA,NA
"769",769,NA,NA,NA
"770",770,NA,NA,NA
"771",771,NA,NA,NA
"772",772,NA,NA,NA
"773",773,NA,NA,NA
"774",774,NA,NA,NA
"775",775,NA,NA,NA
"776",776,NA,NA,NA
"777",777,NA,NA,NA
"778",778,NA,NA,NA
"779",779,NA,NA,NA
"780",780,NA,NA,NA
"781",781,NA,NA,NA
"782",782,NA,NA,NA
"783",783,NA,NA,NA
"784",784,NA,NA,NA
"785",785,NA,NA,NA
"786",786,NA,NA,NA
"787",787,NA,NA,NA
"788",788,NA,NA,NA
"789",789,NA,NA,NA
"790",790,NA,NA,NA
"791",791,NA,NA,NA
"792",792,NA,NA,NA
"793",793,NA,NA,NA
"794",794,NA,NA,NA
"795",795,NA,NA,NA
"796",796,NA,NA,NA
"797",797,NA,NA,NA
"798",798,NA,NA,NA
"799",799,NA,NA,NA
"800",800,NA,NA,NA
"801",801,NA,NA,NA
"802",802,NA,NA,NA
"803",803,NA,NA,NA
"804",804,NA,NA,NA
"805",805,NA,NA,NA
"806",806,NA,NA,NA
"807",807,NA,NA,NA
"808",808,NA,NA,NA
"809",809,NA,NA,NA
"810",810,NA,NA,NA
"811",811,NA,NA,NA
"812",812,NA,NA,NA
"813",813,NA,NA,NA
"814",814,NA,NA,NA
"815",815,NA,NA,NA
"816",816,NA,NA,NA
"817",817,NA,NA,NA
"818",818,NA,NA,NA
"819",819,NA,NA,NA
"820",820,NA,NA,NA
"821",821,NA,NA,NA
"822",822,NA,NA,NA
"823",823,NA,NA,NA
"824",824,NA,NA,NA
"825",825,NA,NA,NA
"826",826,NA,NA,NA
"827",827,NA,NA,NA
"828",828,NA,NA,NA
"829",829,NA,NA,NA
"830",830,NA,NA,NA
"831",831,NA,NA,NA
"832",832,NA,NA,NA
"833",833,NA,NA,NA
"834",834,NA,NA,NA
"835",835,NA,NA,NA
"836",836,NA,NA,NA
"837",837,NA,NA,NA
"838",838,NA,NA,NA
"839",839,NA,NA,NA
"840",840,NA,NA,NA
"841",841,NA,NA,NA
"842",842,NA,NA,NA
"843",843,NA,NA,NA
"844",844,NA,NA,NA
"845",845,NA,NA,NA
"846",846,NA,NA,NA
"847",847,NA,NA,NA
"848",848,NA,NA,NA
"849",849,NA,NA,NA
"850",850,NA,NA,NA
"851",851,NA,NA,NA
"852",852,NA,NA,NA
"853",853,NA,NA,NA
"854",854,NA,NA,NA
"855",855,NA,NA,NA
"856",856,NA,NA,NA
"857",857,NA,NA,NA
"858",858,NA,NA,NA
"859",859,NA,NA,NA
"860",860,NA,NA,NA
"861",861,NA,NA,NA
"862",862,NA,NA,NA
"863",863,NA,NA,NA
"864",864,NA,NA,NA
"865",865,NA,NA,NA
"866",866,NA,NA,NA
"867",867,NA,NA,NA
"868",868,NA,NA,NA
"869",869,NA,NA,NA
"870",870,NA,NA,NA
"871",871,NA,NA,NA
"872",872,NA,NA,NA
"873",873,NA,NA,NA
"874",874,NA,NA,NA
"875",875,NA,NA,NA
"876",876,NA,NA,NA
"877",877,NA,NA,NA
"878",878,NA,NA,NA
"879",879,22.0349819059107,0.00587659749062643,0
"880",880,22.276236429433,0.0464048560466685,0
"881",881,22.5174909529554,0.0869331146027125,0
"882",882,22.7587454764777,0.127461373158755,0
"883",883,22,0.328848120746764,0
"884",884,22.1543209876543,0.330763441838224,0.154320987654323
"885",885,22.3086419753086,0.342837363538819,0.269710965867827
"886",886,22.462962962963,0.364060567300853,0.20950762527233
"887",887,22.6172839506173,0.391168539031691,0.149304284676834
"888",888,22.7716049382716,0.424048778980647,0.0891009440813342
"889",889,22.9259259259259,0.461933554983041,0.0288976034858379
"890",890,23.0387481371088,0.569678996905068,0.0387481371087937
"891",891,23.1132637853949,0.570419619881434,0.113263785394931
"892",892,23.1877794336811,0.572501029851049,0.187779433681069
"893",893,23.2622950819672,0.575908689654236,0.26229508196721
"894",894,23.3368107302534,0.58061924844249,0.336810730253351
"895",895,23.4113263785395,0.586601319218173,0.411326378539492
"896",896,23.4858420268256,0.593816475823124,0.48584202682563
"897",897,23.5603576751118,0.602040121288716,0.560357675111771
"898",898,23.6348733233979,0.611346159669875,0.634873323397908
"899",899,23.709388971684,0.621724741703338,0.709388971684049
"900",900,23.7839046199702,0.633123124005328,0.78390461997019
"901",901,23.8584202682563,0.64548728419362,0.858420268256328
"902",902,23.9329359165425,0.658762845159205,0.932935916542466
"903",903,24.0080906148867,0.681214695722846,1
"904",904,24.088996763754,0.680555495456641,1
"905",905,24.1699029126214,0.681141972397213,1
"906",906,24.2508090614887,0.682970917509351,1
"907",907,24.331715210356,0.686032393698308,1
"908",908,24.4126213592233,0.690310002593591,1
"909",909,24.4935275080906,0.695781314491531,1
"910",910,24.5744336569579,0.70175216086163,1
"911",911,24.6553398058252,0.708740662368122,1
"912",912,24.7362459546926,0.716770833737266,1
"913",913,24.8171521035599,0.72580810141607,1
"914",914,24.8980582524272,0.735815358937524,1
"915",915,24.9789644012945,0.746753610769903,1
"916",916,25.0981432360743,0.748284199480159,1
"917",917,25.2307692307692,0.74941723354832,1
"918",918,25.3633952254642,0.754104080204101,1
"919",919,25.4960212201591,0.762279190792607,1
"920",920,25.6286472148541,0.772924898685601,1
"921",921,25.7612732095491,0.786720972517374,1
"922",922,25.893899204244,0.803530899313585,1
"923",923,26.0195121951219,0.818148066302626,1
"924",924,26.1170731707317,0.814688531628334,1
"925",925,26.2146341463415,0.812786035884311,1
"926",926,26.3121951219512,0.812451517372039,1
"927",927,26.409756097561,0.81368690994849,1
"928",928,26.5073170731707,0.81640157494547,1
"929",929,26.6048780487805,0.819623187657099,1
"930",930,26.7024390243902,0.824353344013385,1
"931",931,26.8,0.830566270502266,1
"932",932,26.8975609756097,0.8382289970379,1
"933",933,26.9951219512195,0.847302189967316,1
"934",934,27.0777732296357,0.84544193769667,1
"935",935,27.1596397871469,0.84320266370227,1
"936",936,27.2415063446582,0.841205863842239,1
"937",937,27.3233729021695,0.83945326843142,1
"938",938,27.4052394596807,0.837946409758692,1
"939",939,27.487106017192,0.836686615528438,1
"940",940,27.5689725747032,0.835675003102906,1
"941",941,27.6508391322145,0.834912474602767,1
"942",942,27.7327056897257,0.83439971291537,1
"943",943,27.814572247237,0.834137178651599,1
